donor_key,hash_hex,hash_priority,assigned_variant,assigned_filler,survey_code
LP0939,b04577125c753656534b494e23b51af1cc96b86d31d1fafc51cee048722ff6b0,694,2,baseball,control baseball
LP0211,b0c6866a6568a1a0f18090f66ff68ca5de6c464794f01c8269599bb1816d366e,695,3,dances,control dances
LP0184,b0e95746cdfcc1a84a047e6e7a52074170fd73b6a93a7494f4540ae0b47a8364,696,1,neckties,control neckties
LP0509,b0f8b49ad401e440c65d336504ab11e813a6880d18132d37762c6b893e4f9b53,697,2,baseball,control baseball
LP0610,b18b877b5ca0b4f50eacd086cda50a6bdc56518b0b70543c6455c2cf29373e69,698,3,dances,control dances
LP0080,b1ca49efb191922374ce9638127f6e997552cd1b41b4a926ce05d2eb25dad27f,699,1,neckties,control neckties
LP0675,b1ec63f1686f4a02b71037def46782dc079639112bb3f4834dd6bad44ec20888,700,2,baseball,control baseball
LP0370,b21b06e2911c301c68ca9801a66d7f2bc6bab5f6e88ba8da16d3aa97e1f83ec9,701,3,dances,control dances
LP0200,b26314a639acf76e8b507d54e94ce0c2bb6342c8413c9333bfac15701f42aa88,702,1,neckties,control neckties
LP0755,b30bf956feb4bf88611dbaba7ac5d98be14d58838ee82e912cbefe37f6b231fb,703,2,baseball,control baseball
LP0155,b36ac6890dfe8d5d5871c815707c10358ef834ffd25cafa9150900e3503a8da9,704,3,dances,control dances
LP0778,b3af35f0923ff5b2c2ce05b631f49e89a43b4128b472958b6c95683698606d45,705,1,neckties,control neckties
LP0661,b3b8ae308556f2763aa80fc24f23a63680930264d13428a26580358a093b16da,706,2,baseball,control baseball
LP0265,b3d32acad2548474555ffe3c67826e575aa665ca3a9a6495479172fa39de665a,707,3,dances,control dances
LP0393,b4434a9fdc1f6835554d80d419136976bab076594c47790c167378b30d7938b3,708,1,neckties,control neckties
LP0996,b45faec6d91384fa8d9e021f3cfe03cec224370ad9c633e7ecefdb4b8e477977,709,2,baseball,control baseball
LP0365,b46d57fec81af58446f812e7be2c325167a081ea241bb41b63739aa433b61674,710,3,dances,control dances
LP0564,b4bc85b892bbd0063229a858427237c51b1ce34fb3b7913ef7e2979e0499d1b3,711,1,neckties,control neckties
LP0234,b5ca544275db8cc1e344eaf34ebb88afd6553332623b7865ce477c266d4c212f,712,2,baseball,control baseball
LP0819,b5d7a010524a29b8137ee004eac712df9f3fe3255d631dbf374defee6cf2d147,713,3,dances,control dances
LP0087,b5f1205536a2f4be85d63ea49f2d5fd8aec3460dad34a981617a2382234ece21,714,1,neckties,control neckties
LP0164,b6e51087bf7a9bddfb69bb2387ac02da4f17e972d8d5413e23c34ec7895f06f9,715,2,baseball,control baseball
LP0635,b7a847d2466332aa8b0c0d2989553edb9381d4eedd3a46fac828a63a2cf41c01,716,3,dances,control dances
LP0182,b7d70e5d2dd1e474ed298e260ede7e3b0d9050395b00ea34f75d3f37a0491939,717,1,neckties,control neckties
LP0757,b7e66e4f7566185ca295d52fe674a36d18b25393a00fc86c0daa3442e414ee16,718,2,baseball,control baseball
LP0107,b84009b84507da4632e85adc03fc2d4c5e659b195792cb797039a44f8ad36fba,719,3,dances,control dances
LP0977,b893172ed5dc2dec517a98c8a85c7a221b2252140e59d2f5858aa93bbce1cec7,720,1,neckties,control neckties
LP0321,b9642169dd716ece941be8b65b01edd1379166fa96de6b84e224dcb328fd0424,721,2,baseball,control baseball
LP0029,b980d7754705d2b9d484bad138a72124cbc2389a8d9f95335fbbdd7f762c3855,722,3,dances,control dances
LP0281,b99064de98491aa6dc810fb80bb41ac140b4f5fe49c44e4adde57034b5f384b3,723,1,neckties,control neckties
LP0854,b9d54782b964bb604a2b7fd3ea828f85c40c6cbf8f084d53991fc76edb9573e0,724,2,baseball,control baseball
LP0112,b9fab991b6b4bc70c5a93002a8dfc6aec8d04eb421323db6f257c385ff94c8e4,725,3,dances,control dances
LP0207,ba22101b4c5feb0dfd83f75ea8eb80cfe5ac59a5be3c866a10fc42f8d882f328,726,1,neckties,control neckties
LP0416,ba22df73c6c5d1888f64d5a2fa798910aada8a2b17877bdd7ab61c0cce2edf7f,727,2,baseball,control baseball
LP0470,ba3fa2542210ef5261f26dd26c2b80629b3868aa6af8b9becccc66df509274ab,728,3,dances,control dances
LP0611,bacd538e71f40d51f5474b22d36c08115d545f9c4a743e1bddd17f702b96d5f5,729,1,neckties,control neckties
LP0481,bb668d2f9a7df3328e240a1ce7eade4bfedfe8044df76abf50cba61a4daff8cc,730,2,baseball,control baseball
LP0260,bbe36a0dbbba41b85d2e47bb0d7b49d32a87cca4b89b160712360be544d32161,731,3,dances,control dances
LP0945,bc2bfd2582f9e4d6d97aef23f6e50c9dea044f639e6d457462b03ffadaf17962,732,1,neckties,control neckties
LP0463,bc3099f5a26f6c2c316322202c6b5ece846798b4619c1890f6b63cbaceb4198c,733,2,baseball,control baseball
LP0335,bc5e3646249942d1fc9d900cc7297144abfd2ebcbec612ae66db9663d067805f,734,3,dances,control dances
LP0277,bc674d2f63db442112f4435d8f992b97212e6a2e60d7fa837adca49e1dd9da80,735,1,neckties,control neckties
LP0295,bc8e1b874567ed8bff5264ca803c9f19e888afdde67d0c60eff0c06826737f2b,736,2,baseball,control baseball
LP0294,bdaea52d739461bd2f887a2ca10de8747ee4e9b2b5ba178a54dfe7d3bcba3dd2,737,3,dances,control dances
LP0061,bde30ce70f57515d972d3ca9cb59189edce8240c3c03db00a71e3ba21cad86a4,738,1,neckties,control neckties
LP0459,be610dd03d3b087f69178ab84594db9d3baab1ffe38cf093d165596cf2c41f9e,739,2,baseball,control baseball
LP0772,be63de49e61bb32282c401e63f22dbdd5c180fd3fcc1c87596e9425c8e728f5b,740,3,dances,control dances
LP0176,be6630b326dc9cf4d76b630c2e66f6bcc39d4450d1715f776a9bb5e1fc4608cc,741,1,neckties,control neckties
LP0638,bee9cca268f76419f92f7f84a73fea6c37c037d5ec3268d3e45e1f479761412a,742,2,baseball,control baseball
LP0891,befa1bc5e9233087ae125f7f13f81459978470b0e0fc6d100eba71947aa87532,743,3,dances,control dances
LP0551,bf170a33838c579034490a443465eb861b671a949c189f0df8c63dcc68a6e230,744,1,neckties,control neckties
LP0543,bf524cde40da928628029032bc510c4817da935b7468edd215ce643009b981c8,745,2,baseball,control baseball
LP0007,bf6b813dad333d258ad2247fbac376a93251acf0443a4ae1b04c947519a2eb1f,746,3,dances,control dances
LP0724,bfd25a231cc7ef645561e2a31dba16e1d8c16bd5eba4a07424b4592e305f0564,747,1,neckties,control neckties
LP0843,bfda1d6653cc948cb7d8a16c8cb6ad85b73cab3d79c954619ae328c1e70ee87a,748,2,baseball,control baseball
LP0659,c032cc0ea2a428a34ae58e1053d714e892a198717d00e211e52910d78fc7b97f,749,3,dances,control dances
LP0215,c0791913df7ca88a6093856e150583f5d79b3095f68cf5aadf3864fd3d458b9b,750,1,neckties,control neckties
LP0301,c0ba6098e6a56f7071ebd721cc3359e17b2b2ec2fec5b1f196af383ee4f083dd,751,2,baseball,control baseball
LP0282,c0c3ddf3880d842cd00a57e20d9aae93f98a1f8241ac6e6f717a3f027dc2f86b,752,3,dances,control dances
LP0106,c0e8e53f98d9b1f523a98e6b0fca45cd278346beca2f45791620a17b5b20fdb4,753,1,neckties,control neckties
LP0988,c178c628167c35a702bccb9d56d80a08fb864571b03b6c2a5f9c492a788a85ae,754,2,baseball,control baseball
LP0826,c1b1dad750a36280acc48b17b5c574f70851b0e49276b1601c7c44dd512267d3,755,3,dances,control dances
LP0375,c1b2669a54c50b39c92ae0fdf05120acbcdc8d2ebafd29bcfe073e081b39dec4,756,1,neckties,control neckties
LP0163,c1f6315fd38fbca6e032c312fc571992867e0aa2c16528268e9988deccfb46f9,757,2,baseball,control baseball
LP0466,c20232198616c2858ba7bd4dbec66468e0844e047392c2293506c296b42ab77e,758,3,dances,control dances
LP0297,c3bd421f5e48a484257f6edb08f6a495e8dd4e1a46576ab47e908cf27265bd8c,759,1,neckties,control neckties
LP0885,c3eeaaddafccfbd7dc3dea6563a99aa2d578ad1ae8ab057ed47a849528465bed,760,2,baseball,control baseball
LP0507,c41cd87de1c64c23645279354887bb2c664670266cc81c0c64965de02f249445,761,3,dances,control dances
LP0209,c45c23161e5bbeae8d17d8c17c0330f6f836e960bf0ee099f7f26a336708f6b6,762,1,neckties,control neckties
LP0627,c47dee2fad04a7f6c40aea65dce16a1c50203ce24fba280f6ea2e7853d7657eb,763,2,baseball,control baseball
LP0909,c52ffb977329f362dbf0a3bf24adf0ff647002ff128951a40ba3bed5c526706b,764,3,dances,control dances
LP0631,c5399b1ec4f863deb84e219906dec2a3ff7dacc05b74c7ebdea1a7ef90692e94,765,1,neckties,control neckties
LP0795,c554d7f3b2e50c5073a183442da1ed2893bc55c0fdc996c01a10bd4143df7d73,766,2,baseball,control baseball
LP0529,c5c1f36e7211e55425b9cf97fdba53a58027eda672856bd55db9846f5de93cae,767,3,dances,control dances
LP0963,c5cba35f055f733ed3b3ca7c42fc5c3d70dbbe08ac5e8986aad6970edb26fa15,768,1,neckties,control neckties
LP0730,c62d8b2e8cb187a9ef50a8668761f060c7529935003bb0fb9d93418e898304f8,769,2,baseball,control baseball
LP0274,c65dc003ba5e740fbec4ab754b0cbb98723b0c908390dc0b464b5b087060ec09,770,3,dances,control dances
LP0668,c774a5d0be59587f7617a7ffc652f54b7ebe5c74071398a0974942e320341f8c,771,1,neckties,control neckties
LP0682,c787b919e3dfc7687bd6c6cbaff54e96676b06a8dfdd71e4326d0127510c4893,772,2,baseball,control baseball
LP0994,c7bbaced1e717c4b27d629be39c7cb060a6bfd246b0ecc3f2e26ced34be7a24e,773,3,dances,control dances
LP0931,c7ed9448d53107067d017f823124cdfb66d501616fa2aa9f2a0aaea792c132ae,774,1,neckties,control neckties
LP0264,c830c29278afe1a4d45d8323851ba03245a8e76b4237a17ba0d55b1060bb6454,775,2,baseball,control baseball
LP0049,c859037fe0fc3786cac5dd92711db7bc2cd99358f763afc8c75ccf169fe81a96,776,3,dances,control dances
LP0157,c8990138aaa6fa12bbac2f1b32530fdd310adf22988fb7617649077d7bcb66db,777,1,neckties,control neckties
LP0583,c9420f87f67d7eab7130ea77b9c37ff9432277c960d354fd26b902af2275a2c9,778,2,baseball,control baseball
LP0495,c95f53fbb6771192e107e40726a7d61f32ffe190821abc1983a861c04f01f0bb,779,3,dances,control dances
LP0228,c9997608c324281a06a6137c04cd6d2d3697c4f5b950e0f25c2f7456dbbaa600,780,1,neckties,control neckties
LP0460,ca382bcb1f5c97112d1679a5851e78d816615669d3209db5e4543fc848c010df,781,2,baseball,control baseball
LP0407,ca8b57ec65d8aaf9cf574685dd9fa6c891fe8f8184225fef116df9d0f37c9913,782,3,dances,control dances
LP0099,ca92a5ec3412850d78ac0f1aa21875328033ff6fd6429bcabf4fbfdbc31d12b8,783,1,neckties,control neckties
LP0584,caa176cf32c03302b82a68aef45500489665ca64934e34341c277615c2a02a84,784,2,baseball,control baseball
LP0783,cab7171f42d2b1b28226a0341c5f67a898c6825ecf295e10e5eda5d20f230574,785,3,dances,control dances
LP0304,cade40496a45f91a75c16df7e874bf8be86b3402cb76cb0d1bca715f3f1fc6fe,786,1,neckties,control neckties
LP0927,cb0a56e90e55b001709d1253dc8d692ed63bae463b58873517d3855d5f17fa72,787,2,baseball,control baseball
LP0334,cba4a17a52a7a52c4de56d9a935d6e30e76d1ffe2d495165285164bde54af916,788,3,dances,control dances
LP0944,cbec88862ac6f2c125c6aca32ea90af91022f3d2f0f4b84b51148e9ab0dcf25d,789,1,neckties,control neckties
LP0483,cbf7b7d5f0af298666a0ec01fa7e714a9c5c4ec7a25cb1453fafd4e0dc52ccf1,790,2,baseball,control baseball
LP0417,cc6fb3a97ca23c30d63c230f717fd12f09b6709a8a21859f94c29ebc82a2deb7,791,3,dances,control dances
LP0424,cc8635882d6353203f6e14ebf00c67547bc90f684f2b0b36cb6a219bb6ef48e1,792,1,neckties,control neckties
LP0645,ccf64d4ccae4ea2ca9d8f787be8655992898620fa05fcd71b70feb2646c3da8f,793,2,baseball,control baseball
LP0655,cd091c1c27d79a94967f9b7242884f59ee084673f6e8b9488f6c42a221e84c71,794,3,dances,control dances
LP0775,cd3638a1cb971e62a46ef69a7377d6415cc2183b9dbf3c5b11ef8f2fd4b0743c,795,1,neckties,control neckties
LP0839,cd593e8c1cf6c0d407cdeac4809f7d5940f0755acafb11b2db9491265dafbd9a,796,2,baseball,control baseball
LP0170,cd9bb042983ce0e98db65774041f06148391224ef701b5dde410e3c7a9f9c1b3,797,3,dances,control dances
LP0222,cdc60c5a754da27456df7c3a75fe91436d1f86504ff79ca42f42122d690f17d2,798,1,neckties,control neckties
LP0052,cddd8dd25328c0b1e84f63cb967fae76ab20dfdc16282ff240201fa5b9a1a3ba,799,2,baseball,control baseball
LP0374,cdefe8cae45ecb2ee5aba7fc705d6d9cdaeacaea26375d674b55fe83e64dccce,800,3,dances,control dances
LP0285,ce237495bc1f10ff92d2ae793f0ba03ea1e5f05114af3ba14fa870e09726e67d,801,1,neckties,control neckties
LP0719,ce3df8ae89d91f9680e0f1eaddc26a72b58509995bba86866f616b0215418167,802,2,baseball,control baseball
LP0084,cef3b622b02098aef7aa79d3c8239b8ce7c35752f7cd119a553687a05245eff8,803,3,dances,control dances
LP0159,cf2d177f3d910bccdba769be9f467c72f8e12c26305014923e2d72f90ed50a2c,804,1,neckties,control neckties
LP0754,cfacb147a6534e4f7f5251522c3a4d32c1c44aa0bd1b6b834f5628e18a9f7f55,805,2,baseball,control baseball
LP0203,cfdbc54c02021ddfdfd40b9adc3935aa254d3f80bca52c08b5037a7b91d564d5,806,3,dances,control dances
LP0022,cfdc931e51d6a80b01ec7cd61bbffad39a1c4c586899d0ee740bd77e908dc746,807,1,neckties,control neckties
LP0812,d00a818f4a9c5b49a7cb09c5d71292d8ed4557dfcaed31b25933f4cfd7ee5081,808,2,baseball,control baseball
LP0535,d00f39ebf24506180c86c258a35c458ec70ec3b82413cc759a5d171d2f3fd88e,809,3,dances,control dances
LP0464,d02d97b5096d30e9784265041a54d8036f55a811bdcd3e4d360ffe94803c64cb,810,1,neckties,control neckties
LP0851,d09d9cb868c94b08a1d55e9abeff81128fda1b9a0d9dd61a673b07a6e3402233,811,2,baseball,control baseball
LP0900,d151da9b9385aea7c8e78ab0fff7f28d297eb27075952283297cda1cf4fecbb1,812,3,dances,control dances
LP0501,d166ce246602ff6577c26bd09d6cef824d678b7b7852f12b17314d7b421ed88e,813,1,neckties,control neckties
LP0840,d1ee0081d87869dac17dce66ee4c419ad98c09d6769c3fc9ee53745389f12464,814,2,baseball,control baseball
LP0311,d245ef220f5ca4f6d06ba742877b0ffccc50aa2c53a81ebfd9305d141bdb40d1,815,3,dances,control dances
LP0491,d281f7872092c83b4ecc5f42e8363a722c17cda03adf2421f7d8c1706af1a8b4,816,1,neckties,control neckties
LP0718,d30226444f0f330367b60acb3b17fefd4043f03820daabcd9cbbeae952c4ad64,817,2,baseball,control baseball
LP0138,d36487bc2cb0ae3c2d8d4e51b0954c6cacdff9e81e2b66bef5f6eefb3156af24,818,3,dances,control dances
LP0850,d3940e406dc742565d551c43fb4b41f4815745164a48a669e111ba294078450e,819,1,neckties,control neckties
LP0774,d3bb5212d2d24425bdf4037cb32e379d539947e82e9bd136a63b4d7a0981dd18,820,2,baseball,control baseball
LP0838,d3d18ce73ee2b0647417b5885689b46d0ae7c07cc96b697128394b0fd406745d,821,3,dances,control dances
LP0023,d3e1df639ab092c6729bef42b7c223159b38c335e2b5efc337ff869ccddd2b0f,822,1,neckties,control neckties
LP0943,d3feead9b5357b48f0bb96020a46e162371b5e335c44097ba7b4962efcbc7aea,823,2,baseball,control baseball
LP0480,d41d9ac421d24771c55d7d24dfddc18ea440f1895aed89b2fd180bc2327b68d9,824,3,dances,control dances
LP0725,d4d5bc2776e7b4ad3e5eb426568cf2d3f95e70649cfc39874d428a17be51b617,825,1,neckties,control neckties
LP0429,d51b9784b28e8aca25313032e36b1ce55a7a4b72d58d7b8549de517e270f6c41,826,2,baseball,control baseball
LP0580,d5472f099fe56c6e836a6ba014178c01b5a12bf02fccf3e93047c9119994ebd4,827,3,dances,control dances
LP0662,d5940663464854331933d5d3e31177c6ac303191f1e777db957c8e974aab6290,828,1,neckties,control neckties
LP0291,d5eb285175643bfa0e5e38808a09066aa093b7c67c75ac7609def22e46a7357a,829,2,baseball,control baseball
LP0002,d61bf8c4ebc7b38acda8557cc1362610bca08e216ebbef90d84a021055dce653,830,3,dances,control dances
LP0018,d63c7ecdb52c6a731d947c59bb054c1d6188f39940060f346af0981d3c7c549c,831,1,neckties,control neckties
LP0579,d6891e014940f71b58fb6d497022f0d94e435054f89d80880701e00752fce2f4,832,2,baseball,control baseball
LP0027,d69cf54cb00b50d9cf846871a47f81b72fddf105bc1b7aa93dcf88bb4c86c228,833,3,dances,control dances
LP0504,d6abc9dc213365e52c63ebd53724ed4fa0c829e220340203c9349e9e3aa6d8b3,834,1,neckties,control neckties
LP0712,d7410089498003e8537f1bf17b45b21fd1a0bc9c92c69955a9756c27f728d440,835,2,baseball,control baseball
LP0419,d7727413616ec02a6ae7409f679a149d0520b050696289a0e9998118e2b3732b,836,3,dances,control dances
LP0739,d7bf68b30cdbfd30ef68e44299c695784401b9212a9372cd7c2ec428d0cbd2f4,837,1,neckties,control neckties
LP0044,d7e0674def25055ceeefa5c9e468d9117cd67b0fe485b7381c4709886a6e56e0,838,2,baseball,control baseball
LP0825,d81f31d6d7982fac22b67bcfcc611100f31cbba91ab40bfd0b956291a9fae3e6,839,3,dances,control dances
LP0595,d840f7f6f81f264ffc086847c4f354e491f0f4d8cf73d93c3cf556a7dbae91df,840,1,neckties,control neckties
LP0817,d84d3804c679bc1d8a49933b4c7c88319af9a6411fbe232ea19133252855428b,841,2,baseball,control baseball
LP0342,d856375713e5030e0467179cada55610d14adcdac2f5109c4c58f13c7b7e65c6,842,3,dances,control dances
LP0445,d94ab89673f6a0e5316da7c24850fe7fa2f70419cf38dec02929e875b0d0e63f,843,1,neckties,control neckties
LP0141,d9603f4f78e7af20c3736091d40423f25e79f864dc95f7b66358ccaf396ad4e9,844,2,baseball,control baseball
LP0166,d99726f81d03824a07f242e5c47090fd82e66bcc724bac6d7b432d0ea6d0a015,845,3,dances,control dances
LP0113,d9bb997240668fd6b59c3937bc5a91864550eb4ab6dc00946bcee5dbfc333da4,846,1,neckties,control neckties
LP0411,db3c878a20c961fb8722d1def69b8ebea4e231d68763265181bcbbea350bb57c,847,2,baseball,control baseball
LP0628,dbbb4357869377a42a0f08b9e5bc98215cfd6008ef11262a8ac944722d82b250,848,3,dances,control dances
LP0010,dc12a6207c588c3eec0aaf0d964ca4a1f5f6d6a809ca2c6ce06d3fd3760029ce,849,1,neckties,control neckties
LP0770,dc4fd799eb98106dd2385559bc5eb46d1a9fc83c37c76097de9c9605846dd71e,850,2,baseball,control baseball
LP0098,dcb8eae442b090442830ef05a457f8fa15840fdfbd09093b9469ec697fc35198,851,3,dances,control dances
LP0517,dcc17f7d6d80932684de94e4b771825249a0c8aaee12ef2712dd11be5666c96e,852,1,neckties,control neckties
LP0964,dcc98d8fa5d14cb9ad07df1ebb644e495cb514a5a2ea8b79894e9e859d74ec0c,853,2,baseball,control baseball
LP0403,dd45e4e88b2235f78a123fc96a86c7d099f3523267ca1b11a33b226754778cf0,854,3,dances,control dances
LP0670,dd71a08ee53ac9c5399c28e75ba49343c1fddf23f3de484aa91a65acd10bb97e,855,1,neckties,control neckties
LP0855,dd9d412ef972cda47d35a55858dd27c056a0536acb4859b8734578c9f03c6957,856,2,baseball,control baseball
LP0248,dda66c678ebc483896e14b44d005fd832e927f4d3500dae57f38f7d380a372e1,857,3,dances,control dances
LP0692,dda90ce38131ecf70be0bbd18df8c397182c6a993531cc1e75eede4e7163cc27,858,1,neckties,control neckties
LP0765,ddc4602b303c3fc1dd0cf482f76e0cf204b11389a853d390a327b1bcb0102f4f,859,2,baseball,control baseball
LP0083,dddd5ee8f974cbc0d1d047916688e67e62423bef90985bab565224c3b8a4081f,860,3,dances,control dances
LP0051,de41c4781b8cd4d36d34124576bb896bf370d03e6d07448bb3eba5fad7ac8025,861,1,neckties,control neckties
LP0553,de599e7ed6a1c8c2f67ddb428e9e3dd5c9872b32c50b0653a4edf102daf89b3b,862,2,baseball,control baseball
LP0745,de91e85136f533d987597980d526da3e2c9ab562b325944c23d2b7aae82ea7ee,863,3,dances,control dances
LP0131,df05ac0835a1d53dbb240856039570979034afc7e221ec5f3d93b4c51361fdb2,864,1,neckties,control neckties
LP0278,df9a35cc6d100ec93de419f0437b870d832c72717d75a6a9804790b28f2b02f8,865,2,baseball,control baseball
LP0868,dfc5f51c2bd8477ddce17fa7d159632f3f31338ccfec6edf47e621c936ed646a,866,3,dances,control dances
LP0327,e02ce118dd7f7630aab72bcac4e9dfe89d0eb6112844fd4dddd06fcbd088d132,867,1,neckties,control neckties
LP0227,e02d91d69b24c0888e648cad423ae1e284ab783a7e8ca82962e2d60bba9aa3b3,868,2,baseball,control baseball
LP0473,e061cad4cee9f39abdded962177a6fdc3919372e606b0cde3a20d5d56222e0bd,869,3,dances,control dances
LP0397,e07b8d6c1a61775cf02a007f1aeca939ae39cf99edef1fd6549a5bdf4eb871f7,870,1,neckties,control neckties
LP0487,e0b39d4dcdc2f7fa162d70a8380847fabd952c58342a857ffeb8d957c2692d8d,871,2,baseball,control baseball
LP0405,e0ea45670842d7a1326c2ce1a47d6616ac36005fc8ead873297f6758dac4e4ed,872,3,dances,control dances
LP0400,e1382ce75db7335957b8ef3fe1f9610ce828d2cf44431b463b19c3c79a2b5a1d,873,1,neckties,control neckties
LP0818,e1ebca43fef9c08174a736b1e5a213bb4aad93bd0f95bab70fe70760f3c1049f,874,2,baseball,control baseball
LP0426,e20620ddc890a9f567a287f888894b15fdb9a11f2bb54fb6d3f6d7ee731f92e2,875,3,dances,control dances
LP0847,e207c263846fd2ed5e2b26ac07ed1aad3bd6df49e59ce801a2efc9fd5b24a5f6,876,1,neckties,control neckties
LP0569,e22d932dd5fff96ff21955e22238249c153473c3bb68fd928802949b430cc120,877,2,baseball,control baseball
LP0605,e284654d6d634b53bc3eb53603b33441eca55d2d4712ea96d7803630012ef503,878,3,dances,control dances
LP0741,e28e476d264c9e5261fd362f2096b5776ac3fa7f5a2184a999322a75ac9f250e,879,1,neckties,control neckties
LP0578,e34655fd27b50f9e08f3d3a1f46414dd92403fa78ecd0e9f1cc584466ecce2f7,880,2,baseball,control baseball
LP0916,e36826a7e5d965dec55b41114d6077ee14f863144e4853d3c92d16a446e7f84b,881,3,dances,control dances
LP0025,e39328782584599cd3adb6ab01a647cb33e6262cd973d3c0ef50bd0488cf9af0,882,1,neckties,control neckties
LP0305,e3de84a171c350d6ab8cd7e3b84115c22f0124e4f5e203684a433187748e4f77,883,2,baseball,control baseball
LP0534,e403afb33954a47a71a27bdbe93624191b187eaa2679775fb72988af1622e2c6,884,3,dances,control dances
LP0185,e40e8bbc4370dfca314ed279a4ad715b4fb2542e9f70f00b41d2ccce1db74cc5,885,1,neckties,control neckties
LP0381,e4738ab98c49e45e67bf7cc9e8b432007903551a0e10b70f8f38d5bcb5404e3b,886,2,baseball,control baseball
LP0703,e47757ab7f0cf4801fd747fd10922316cf34a697b5cac8441044d3a5a6e4c227,887,3,dances,control dances
LP0681,e47cb2c763b6abedb321d0dcbc4c689c23b4f17dc8defde6e9831c91509140d9,888,1,neckties,control neckties
LP0992,e4d1a7a8bca93d3b87ceac6933089269fa3b85a15d03d80f5bff9331a1c70be8,889,2,baseball,control baseball
LP0450,e5054eac3b607563dc43a3fd4cc539df9fd79ddb3d4c0d106435c658e096baa2,890,3,dances,control dances
LP0624,e5c8bed45a37002fc49bbe25d44b96d069b8710ffa41e132f0b83fba04e8741d,891,1,neckties,control neckties
LP0343,e5e2427203959fff6f03626d57f2c585d96f675eea5c00e293882100e57618a9,892,2,baseball,control baseball
LP0316,e63d8cb60055a8eeeaaee751671d8339d6e4c095592abe47fb78a912f3d3e485,893,3,dances,control dances
LP0224,e68a032d69892d9bb189769084f95678282812bcf51d83bca52b0b2ad4f0befb,894,1,neckties,control neckties
LP0175,e74bfa6a9655d983c79688663b0901da3450b1a75b3a6aa5c71770b04cf55e6c,895,2,baseball,control baseball
LP0063,e7699dc6eaef6d7b5269689d4b15c6d92f33ab39d769d41f49b340a453b57ba7,896,3,dances,control dances
LP0858,e77b09d6694b0c485abaa615568439834dd319fc196cb43bf06eb2d0402574cf,897,1,neckties,control neckties
LP0307,e77d2f1b4edfcf3267aa0b9f4baab4847bcf94bcc382f063e5c980437b21e809,898,2,baseball,control baseball
LP0666,e7876058f2857af2b174731040852c082ae2cb0b64efb4c205068a0293b8dd2b,899,3,dances,control dances
LP0591,e8433002640e364127b228a7e2501191fa681adb146b1fc3ad2e1d13f5165b5c,900,1,neckties,control neckties
LP0548,e85a36462fd7afff60090a13de303f86f4761c82c43a61ce9210b6c174155762,901,2,baseball,control baseball
LP0196,e89381300c4b01f70b78e0a00235ae54fc77eeaedfd119d563ff5577cfcbb4c0,902,3,dances,control dances
LP0308,e8ec23f46198743d4b4957422cab9dea5b553c5173da03c9eb27eac7d4662245,903,1,neckties,control neckties
LP0123,e904228d44859cee5f4a68d8b38e5ed26b09c45230a223bb1b0be2c581af1b62,904,2,baseball,control baseball
LP0673,e930ff2df2b7d50d9e7f587948807afc0cd5f34c18c52d3e194b198f20b480cd,905,3,dances,control dances
LP0827,e93c9f539e6de66b384ba993e107ffd5f49994ccf3b5f2f8a78ad4fd728e0e11,906,1,neckties,control neckties
LP0340,ea0e946783f3fd6f51120dbddf6d9173445a9c1023e5b3f50c1f1657e07f4932,907,2,baseball,control baseball
LP0409,ea83ce7282ef7605b1b2da88d1289ee734322eac47331f8fba0dabedf392f380,908,3,dances,control dances
LP0614,ea885514a41191426043f49b50e88c6873f6143791cd34c2debc9a046788e783,909,1,neckties,control neckties
LP0003,eac784e1d43da9230ff8701d795540b6fa07f3354542daac1d2e1e88e9449b6f,910,2,baseball,control baseball
LP0077,eacc7f4118e15870a000e44e67683e1969d4083cecdfe37144869ab292ecf39e,911,3,dances,control dances
LP0134,eb03be1d59f2961f736e68cac8dc7324f5a2efc0b0af9102601290013ef83279,912,1,neckties,control neckties
LP0769,eb6bf00a4a0025ef6bf5c53efbc265f625439f74f5ea37ec45ff2ac234097681,913,2,baseball,control baseball
LP0122,ebcc3bb24e6ec508216fe6f9dafd733765721975b45566d95c68fc244a6edb4a,914,3,dances,control dances
LP0568,ebd6fa720d98f9a3c1840b615ffeddc0bdf27fe9d9f2db78d0b1838cd7e24105,915,1,neckties,control neckties
LP0145,ec0376cfc023e392c6829afb11026cdcf1ffa4b2b671ff66d074695313fb1a21,916,2,baseball,control baseball
LP0287,ec40bbe51878cebc1169871a8748eb3b55deff1882994cbdea9f2e920d6d2c6e,917,3,dances,control dances
LP0674,ec4b1bc3a19b882603cb6270744511f75ed9f37524d5fd2a26f6f2291dd6b025,918,1,neckties,control neckties
LP0937,eca2b99cee326fff0040a2b9fff7dd12159736dc7b722b3f975f50e80a9cfc2a,919,2,baseball,control baseball
LP0811,ed1dc9730b2635a8ded2600cbd366a59abb57316d1862e3b2f3d94824db45885,920,3,dances,control dances
LP0744,ed1ea17fb5b1b712f1b44eb1fe52763d5f59760fec042c2bbd543cba92c674da,921,1,neckties,control neckties
LP0467,ed3ddf3e1ec6ccade84ab3b1a8beda6584149663267ebc6f6627dc1e3cfa0dc5,922,2,baseball,control baseball
LP0236,ed91722e24ff5d1dfc60f816a3129264ca018ba0530b123e06ca75bef36daafc,923,3,dances,control dances
LP0257,edd53121c9e64830b52c5b51647c8e52785b9e083238583714fc1ca2ebb27970,924,1,neckties,control neckties
