profile_id,latent_profile_id,condition,condition_replicate,gender,age,year_birth,age_band,race,education,income,party,state_fips,state_abbr
LP0253__model-accuracy__R1,LP0253,Model accuracy,1,Male,58,1968,45-59,White / Caucasian,Master's degree / Professional degree,"$56,000 to $99,999",Independent,06,CA
LP0254__model-accuracy__R1,LP0254,Model accuracy,1,Male,51,1975,45-59,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Independent,13,GA
LP0255__model-accuracy__R1,LP0255,Model accuracy,1,Male,56,1970,45-59,White / Caucasian,Master's degree / Professional degree,"$168,000 or more",Democrat,34,NJ
LP0256__model-accuracy__R1,LP0256,Model accuracy,1,Male,58,1968,45-59,White / Caucasian,Bachelor's degree,"$30,000 to $55,999",Independent,26,MI
LP0257__model-accuracy__R1,LP0257,Model accuracy,1,Male,52,1974,45-59,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Democrat,19,IA
LP0258__model-accuracy__R1,LP0258,Model accuracy,1,Male,58,1968,45-59,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Democrat,09,CT
LP0259__model-accuracy__R1,LP0259,Model accuracy,1,Male,47,1979,45-59,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Democrat,48,TX
LP0260__model-accuracy__R1,LP0260,Model accuracy,1,Male,58,1968,45-59,White / Caucasian,Master's degree / Professional degree,"$168,000 or more",Independent,33,NH
LP0261__model-accuracy__R1,LP0261,Model accuracy,1,Male,59,1967,45-59,White / Caucasian,High school diploma / GED,"$168,000 or more",Independent,24,MD
LP0262__model-accuracy__R1,LP0262,Model accuracy,1,Male,45,1981,45-59,White / Caucasian,Master's degree / Professional degree,"$168,000 or more",Republican,48,TX
LP0263__model-accuracy__R1,LP0263,Model accuracy,1,Male,56,1970,45-59,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Democrat,06,CA
LP0264__model-accuracy__R1,LP0264,Model accuracy,1,Male,56,1970,45-59,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Republican,12,FL
LP0265__model-accuracy__R1,LP0265,Model accuracy,1,Male,55,1971,45-59,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican,05,AR
LP0266__model-accuracy__R1,LP0266,Model accuracy,1,Male,53,1973,45-59,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Other,23,ME
LP0267__model-accuracy__R1,LP0267,Model accuracy,1,Male,48,1978,45-59,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Independent,39,OH
LP0268__model-accuracy__R1,LP0268,Model accuracy,1,Male,58,1968,45-59,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Democrat,17,IL
LP0269__model-accuracy__R1,LP0269,Model accuracy,1,Male,55,1971,45-59,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Republican,18,IN
LP0270__model-accuracy__R1,LP0270,Model accuracy,1,Male,56,1970,45-59,White / Caucasian,Master's degree / Professional degree,"$168,000 or more",Independent,26,MI
LP0271__model-accuracy__R1,LP0271,Model accuracy,1,Male,53,1973,45-59,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Independent,39,OH
LP0272__model-accuracy__R1,LP0272,Model accuracy,1,Male,56,1970,45-59,White / Caucasian,Bachelor's degree,"$168,000 or more",Democrat,11,DC
LP0273__model-accuracy__R1,LP0273,Model accuracy,1,Male,50,1976,45-59,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican,48,TX
LP0274__model-accuracy__R1,LP0274,Model accuracy,1,Male,48,1978,45-59,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Democrat,12,FL
LP0275__model-accuracy__R1,LP0275,Model accuracy,1,Male,57,1969,45-59,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Republican,21,KY
LP0276__model-accuracy__R1,LP0276,Model accuracy,1,Male,46,1980,45-59,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Republican,54,WV
LP0277__model-accuracy__R1,LP0277,Model accuracy,1,Male,54,1972,45-59,White / Caucasian,Bachelor's degree,"$168,000 or more",Republican,17,IL
LP0278__model-accuracy__R1,LP0278,Model accuracy,1,Male,56,1970,45-59,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Republican,18,IN
LP0279__model-accuracy__R1,LP0279,Model accuracy,1,Male,53,1973,45-59,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican,29,MO
LP0280__model-accuracy__R1,LP0280,Model accuracy,1,Male,57,1969,45-59,White / Caucasian,Doctorate degree / Ph.D.,"$100,000 to $167,999",Democrat,36,NY
LP0281__model-accuracy__R1,LP0281,Model accuracy,1,Male,57,1969,45-59,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Republican,17,IL
LP0282__model-accuracy__R1,LP0282,Model accuracy,1,Male,45,1981,45-59,White / Caucasian,Less than high school,"$30,000 to $55,999",Democrat,36,NY
LP0283__model-accuracy__R1,LP0283,Model accuracy,1,Male,50,1976,45-59,White / Caucasian,High school diploma / GED,"Less than $30,000",Independent,21,KY
LP0284__model-accuracy__R1,LP0284,Model accuracy,1,Male,47,1979,45-59,White / Caucasian,Doctorate degree / Ph.D.,"$168,000 or more",Republican,42,PA
LP0285__model-accuracy__R1,LP0285,Model accuracy,1,Male,53,1973,45-59,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Republican,42,PA
LP0286__model-accuracy__R1,LP0286,Model accuracy,1,Male,51,1975,45-59,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Republican,40,OK
LP0287__model-accuracy__R1,LP0287,Model accuracy,1,Male,46,1980,45-59,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Democrat,21,KY
LP0288__model-accuracy__R1,LP0288,Model accuracy,1,Male,46,1980,45-59,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Republican,48,TX
LP0289__model-accuracy__R1,LP0289,Model accuracy,1,Male,45,1981,45-59,White / Caucasian,Bachelor's degree,"$168,000 or more",Republican,06,CA
LP0290__model-accuracy__R1,LP0290,Model accuracy,1,Male,58,1968,45-59,White / Caucasian,Less than high school,"$30,000 to $55,999",Other,26,MI
LP0291__model-accuracy__R1,LP0291,Model accuracy,1,Male,48,1978,45-59,White / Caucasian,Master's degree / Professional degree,"$168,000 or more",Republican,18,IN
LP0292__model-accuracy__R1,LP0292,Model accuracy,1,Male,53,1973,45-59,White / Caucasian,Bachelor's degree,"$30,000 to $55,999",Republican,29,MO
LP0293__model-accuracy__R1,LP0293,Model accuracy,1,Male,52,1974,45-59,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Democrat,04,AZ
LP0294__model-accuracy__R1,LP0294,Model accuracy,1,Male,52,1974,45-59,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Independent,29,MO
LP0295__model-accuracy__R1,LP0295,Model accuracy,1,Male,58,1968,45-59,White / Caucasian,High school diploma / GED,"Less than $30,000",Other,13,GA
LP0296__model-accuracy__R1,LP0296,Model accuracy,1,Male,59,1967,45-59,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Independent,17,IL
LP0297__model-accuracy__R1,LP0297,Model accuracy,1,Male,59,1967,45-59,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Independent,40,OK
LP0298__model-accuracy__R1,LP0298,Model accuracy,1,Male,56,1970,45-59,White / Caucasian,Less than high school,"Less than $30,000",Other,01,AL
LP0299__model-accuracy__R1,LP0299,Model accuracy,1,Male,48,1978,45-59,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican,26,MI
LP0300__model-accuracy__R1,LP0300,Model accuracy,1,Male,47,1979,45-59,White / Caucasian,Master's degree / Professional degree,"$168,000 or more",Independent,26,MI
LP0301__model-accuracy__R1,LP0301,Model accuracy,1,Male,52,1974,45-59,White / Caucasian,Less than high school,"$56,000 to $99,999",Independent,39,OH
LP0302__model-accuracy__R1,LP0302,Model accuracy,1,Male,58,1968,45-59,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Democrat,48,TX
LP0303__model-accuracy__R1,LP0303,Model accuracy,1,Male,47,1979,45-59,Black / African American,Master's degree / Professional degree,"$30,000 to $55,999",Democrat,12,FL
LP0304__model-accuracy__R1,LP0304,Model accuracy,1,Male,48,1978,45-59,Black / African American,High school diploma / GED,"Less than $30,000",Democrat,13,GA
LP0305__model-accuracy__R1,LP0305,Model accuracy,1,Male,54,1972,45-59,Black / African American,High school diploma / GED,"Less than $30,000",Democrat,17,IL
LP0306__model-accuracy__R1,LP0306,Model accuracy,1,Male,49,1977,45-59,Black / African American,High school diploma / GED,"$100,000 to $167,999",Independent,45,SC
LP0307__model-accuracy__R1,LP0307,Model accuracy,1,Male,53,1973,45-59,Black / African American,Some college or Associate's degree,"$56,000 to $99,999",Republican,01,AL
LP0308__model-accuracy__R1,LP0308,Model accuracy,1,Male,58,1968,45-59,Black / African American,Some college or Associate's degree,"$56,000 to $99,999",Independent,29,MO
LP0309__model-accuracy__R1,LP0309,Model accuracy,1,Male,46,1980,45-59,Black / African American,Some college or Associate's degree,"$56,000 to $99,999",Democrat,39,OH
LP0310__model-accuracy__R1,LP0310,Model accuracy,1,Male,48,1978,45-59,Black / African American,Master's degree / Professional degree,"$56,000 to $99,999",Republican,13,GA
LP0311__model-accuracy__R1,LP0311,Model accuracy,1,Male,52,1974,45-59,Black / African American,Some college or Associate's degree,"Less than $30,000",Democrat,42,PA
LP0312__model-accuracy__R1,LP0312,Model accuracy,1,Male,52,1974,45-59,Black / African American,Some college or Associate's degree,"$100,000 to $167,999",Independent,17,IL
LP0313__model-accuracy__R1,LP0313,Model accuracy,1,Male,47,1979,45-59,Black / African American,Bachelor's degree,"$100,000 to $167,999",Independent,48,TX
LP0314__model-accuracy__R1,LP0314,Model accuracy,1,Male,54,1972,45-59,Black / African American,Some college or Associate's degree,"$56,000 to $99,999",Democrat,42,PA
LP0315__model-accuracy__R1,LP0315,Model accuracy,1,Male,53,1973,45-59,Black / African American,High school diploma / GED,"$56,000 to $99,999",Independent,17,IL
LP0316__model-accuracy__R1,LP0316,Model accuracy,1,Male,51,1975,45-59,Hispanic / Latino,High school diploma / GED,"$30,000 to $55,999",Republican,40,OK
LP0317__model-accuracy__R1,LP0317,Model accuracy,1,Male,55,1971,45-59,Hispanic / Latino,Less than high school,"$100,000 to $167,999",Independent,48,TX
LP0318__model-accuracy__R1,LP0318,Model accuracy,1,Male,52,1974,45-59,Hispanic / Latino,Bachelor's degree,"$168,000 or more",Democrat,53,WA
LP0319__model-accuracy__R1,LP0319,Model accuracy,1,Male,45,1981,45-59,Hispanic / Latino,Less than high school,"$100,000 to $167,999",Independent,06,CA
LP0320__model-accuracy__R1,LP0320,Model accuracy,1,Male,46,1980,45-59,Hispanic / Latino,High school diploma / GED,"$56,000 to $99,999",Republican,22,LA
LP0321__model-accuracy__R1,LP0321,Model accuracy,1,Male,45,1981,45-59,Hispanic / Latino,Less than high school,"$30,000 to $55,999",Independent,06,CA
LP0322__model-accuracy__R1,LP0322,Model accuracy,1,Male,51,1975,45-59,Hispanic / Latino,Less than high school,"$30,000 to $55,999",Independent,06,CA
LP0323__model-accuracy__R1,LP0323,Model accuracy,1,Male,46,1980,45-59,Hispanic / Latino,Less than high school,"$100,000 to $167,999",Republican,36,NY
LP0324__model-accuracy__R1,LP0324,Model accuracy,1,Male,57,1969,45-59,Hispanic / Latino,Less than high school,"$100,000 to $167,999",Democrat,06,CA
LP0325__model-accuracy__R1,LP0325,Model accuracy,1,Male,59,1967,45-59,Hispanic / Latino,High school diploma / GED,"$100,000 to $167,999",Democrat,45,SC
LP0326__model-accuracy__R1,LP0326,Model accuracy,1,Male,59,1967,45-59,Hispanic / Latino,Less than high school,"$30,000 to $55,999",Independent,49,UT
LP0327__model-accuracy__R1,LP0327,Model accuracy,1,Male,56,1970,45-59,Hispanic / Latino,Master's degree / Professional degree,"$100,000 to $167,999",Independent,04,AZ
LP0328__model-accuracy__R1,LP0328,Model accuracy,1,Male,53,1973,45-59,Hispanic / Latino,Less than high school,"$100,000 to $167,999",Democrat,06,CA
LP0329__model-accuracy__R1,LP0329,Model accuracy,1,Male,57,1969,45-59,Hispanic / Latino,Some college or Associate's degree,"$100,000 to $167,999",Republican,30,MT
LP0330__model-accuracy__R1,LP0330,Model accuracy,1,Male,54,1972,45-59,Hispanic / Latino,Bachelor's degree,"$100,000 to $167,999",Independent,48,TX
LP0331__model-accuracy__R1,LP0331,Model accuracy,1,Male,53,1973,45-59,Hispanic / Latino,High school diploma / GED,"$30,000 to $55,999",Republican,32,NV
LP0332__model-accuracy__R1,LP0332,Model accuracy,1,Male,59,1967,45-59,Hispanic / Latino,Less than high school,"$56,000 to $99,999",Other,48,TX
LP0333__model-accuracy__R1,LP0333,Model accuracy,1,Male,54,1972,45-59,Hispanic / Latino,Some college or Associate's degree,"$168,000 or more",Independent,12,FL
LP0334__model-accuracy__R1,LP0334,Model accuracy,1,Male,58,1968,45-59,Hispanic / Latino,Bachelor's degree,"$100,000 to $167,999",Democrat,48,TX
LP0335__model-accuracy__R1,LP0335,Model accuracy,1,Male,47,1979,45-59,Hispanic / Latino,Master's degree / Professional degree,"$168,000 or more",Democrat,08,CO
LP0336__model-accuracy__R1,LP0336,Model accuracy,1,Male,58,1968,45-59,Hispanic / Latino,Less than high school,"$56,000 to $99,999",Other,51,VA
LP0337__model-accuracy__R1,LP0337,Model accuracy,1,Male,56,1970,45-59,Hispanic / Latino,Less than high school,"Less than $30,000",Democrat,06,CA
LP0338__model-accuracy__R1,LP0338,Model accuracy,1,Male,50,1976,45-59,Asian / Asian American,Some college or Associate's degree,"$30,000 to $55,999",Democrat,06,CA
LP0339__model-accuracy__R1,LP0339,Model accuracy,1,Male,57,1969,45-59,Asian / Asian American,Some college or Associate's degree,"$30,000 to $55,999",Republican,06,CA
LP0340__model-accuracy__R1,LP0340,Model accuracy,1,Male,47,1979,45-59,Asian / Asian American,Bachelor's degree,"$168,000 or more",Republican,06,CA
LP0341__model-accuracy__R1,LP0341,Model accuracy,1,Male,51,1975,45-59,Asian / Asian American,Master's degree / Professional degree,"$100,000 to $167,999",Republican,17,IL
LP0342__model-accuracy__R1,LP0342,Model accuracy,1,Male,50,1976,45-59,Asian / Asian American,Less than high school,"$56,000 to $99,999",Independent,27,MN
LP0343__model-accuracy__R1,LP0343,Model accuracy,1,Male,50,1976,45-59,Asian / Asian American,Master's degree / Professional degree,"$168,000 or more",Republican,06,CA
LP0344__model-accuracy__R1,LP0344,Model accuracy,1,Male,59,1967,45-59,Asian / Asian American,Master's degree / Professional degree,"$168,000 or more",Republican,37,NC
LP0345__model-accuracy__R1,LP0345,Model accuracy,1,Male,50,1976,45-59,Asian / Asian American,Bachelor's degree,"$168,000 or more",Independent,37,NC
LP0346__model-accuracy__R1,LP0346,Model accuracy,1,Male,56,1970,45-59,Other,High school diploma / GED,"$168,000 or more",Republican,02,AK
LP0347__model-accuracy__R1,LP0347,Model accuracy,1,Male,45,1981,45-59,Other,Master's degree / Professional degree,"$168,000 or more",Other,17,IL
LP0348__model-accuracy__R1,LP0348,Model accuracy,1,Male,48,1978,45-59,Other,Master's degree / Professional degree,"$100,000 to $167,999",Democrat,47,TN
LP0349__model-accuracy__R1,LP0349,Model accuracy,1,Male,82,1944,60+,White / Caucasian,High school diploma / GED,"Less than $30,000",Republican,46,SD
LP0350__model-accuracy__R1,LP0350,Model accuracy,1,Male,79,1947,60+,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Democrat,06,CA
LP0351__model-accuracy__R1,LP0351,Model accuracy,1,Male,79,1947,60+,White / Caucasian,Doctorate degree / Ph.D.,"$100,000 to $167,999",Democrat,37,NC
LP0352__model-accuracy__R1,LP0352,Model accuracy,1,Male,61,1965,60+,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Democrat,55,WI
LP0353__model-accuracy__R1,LP0353,Model accuracy,1,Male,80,1946,60+,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Republican,18,IN
LP0354__model-accuracy__R1,LP0354,Model accuracy,1,Male,61,1965,60+,White / Caucasian,Bachelor's degree,"$168,000 or more",Republican,48,TX
LP0355__model-accuracy__R1,LP0355,Model accuracy,1,Male,60,1966,60+,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Republican,29,MO
LP0356__model-accuracy__R1,LP0356,Model accuracy,1,Male,78,1948,60+,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Independent,33,NH
LP0357__model-accuracy__R1,LP0357,Model accuracy,1,Male,74,1952,60+,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Republican,17,IL
LP0358__model-accuracy__R1,LP0358,Model accuracy,1,Male,72,1954,60+,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Democrat,23,ME
LP0359__model-accuracy__R1,LP0359,Model accuracy,1,Male,73,1953,60+,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Independent,47,TN
LP0360__model-accuracy__R1,LP0360,Model accuracy,1,Male,63,1963,60+,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Democrat,26,MI
LP0361__model-accuracy__R1,LP0361,Model accuracy,1,Male,72,1954,60+,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Republican,12,FL
LP0362__model-accuracy__R1,LP0362,Model accuracy,1,Male,75,1951,60+,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Democrat,41,OR
LP0363__model-accuracy__R1,LP0363,Model accuracy,1,Male,76,1950,60+,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Democrat,55,WI
LP0364__model-accuracy__R1,LP0364,Model accuracy,1,Male,66,1960,60+,White / Caucasian,Master's degree / Professional degree,"$30,000 to $55,999",Independent,26,MI
LP0365__model-accuracy__R1,LP0365,Model accuracy,1,Male,82,1944,60+,White / Caucasian,Bachelor's degree,"$30,000 to $55,999",Independent,12,FL
LP0366__model-accuracy__R1,LP0366,Model accuracy,1,Male,65,1961,60+,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Independent,56,WY
LP0367__model-accuracy__R1,LP0367,Model accuracy,1,Male,68,1958,60+,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Independent,13,GA
LP0368__model-accuracy__R1,LP0368,Model accuracy,1,Male,72,1954,60+,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Independent,17,IL
LP0369__model-accuracy__R1,LP0369,Model accuracy,1,Male,61,1965,60+,White / Caucasian,Bachelor's degree,"$168,000 or more",Independent,13,GA
LP0370__model-accuracy__R1,LP0370,Model accuracy,1,Male,62,1964,60+,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Republican,06,CA
LP0371__model-accuracy__R1,LP0371,Model accuracy,1,Male,78,1948,60+,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Democrat,19,IA
LP0372__model-accuracy__R1,LP0372,Model accuracy,1,Male,74,1952,60+,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Independent,42,PA
LP0373__model-accuracy__R1,LP0373,Model accuracy,1,Male,70,1956,60+,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Democrat,24,MD
LP0374__model-accuracy__R1,LP0374,Model accuracy,1,Male,65,1961,60+,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Independent,26,MI
LP0375__model-accuracy__R1,LP0375,Model accuracy,1,Male,73,1953,60+,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Other,53,WA
LP0376__model-accuracy__R1,LP0376,Model accuracy,1,Male,66,1960,60+,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Republican,36,NY
LP0377__model-accuracy__R1,LP0377,Model accuracy,1,Male,62,1964,60+,White / Caucasian,High school diploma / GED,"Less than $30,000",Other,36,NY
LP0378__model-accuracy__R1,LP0378,Model accuracy,1,Male,65,1961,60+,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Democrat,25,MA
LP0379__model-accuracy__R1,LP0379,Model accuracy,1,Male,78,1948,60+,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Independent,48,TX
LP0380__model-accuracy__R1,LP0380,Model accuracy,1,Male,77,1949,60+,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Republican,26,MI
LP0381__model-accuracy__R1,LP0381,Model accuracy,1,Male,66,1960,60+,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Republican,17,IL
LP0382__model-accuracy__R1,LP0382,Model accuracy,1,Male,79,1947,60+,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Republican,36,NY
LP0383__model-accuracy__R1,LP0383,Model accuracy,1,Male,60,1966,60+,White / Caucasian,High school diploma / GED,"$168,000 or more",Democrat,42,PA
LP0384__model-accuracy__R1,LP0384,Model accuracy,1,Male,92,1934,60+,White / Caucasian,Less than high school,"Less than $30,000",Independent,48,TX
LP0385__model-accuracy__R1,LP0385,Model accuracy,1,Male,66,1960,60+,White / Caucasian,Bachelor's degree,"$168,000 or more",Republican,29,MO
LP0386__model-accuracy__R1,LP0386,Model accuracy,1,Male,70,1956,60+,White / Caucasian,Bachelor's degree,"$168,000 or more",Democrat,53,WA
LP0387__model-accuracy__R1,LP0387,Model accuracy,1,Male,76,1950,60+,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Republican,54,WV
LP0388__model-accuracy__R1,LP0388,Model accuracy,1,Male,63,1963,60+,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Independent,05,AR
LP0389__model-accuracy__R1,LP0389,Model accuracy,1,Male,73,1953,60+,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Democrat,48,TX
LP0390__model-accuracy__R1,LP0390,Model accuracy,1,Male,68,1958,60+,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Republican,09,CT
LP0391__model-accuracy__R1,LP0391,Model accuracy,1,Male,76,1950,60+,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Democrat,06,CA
LP0392__model-accuracy__R1,LP0392,Model accuracy,1,Male,64,1962,60+,White / Caucasian,Doctorate degree / Ph.D.,"$168,000 or more",Democrat,42,PA
LP0393__model-accuracy__R1,LP0393,Model accuracy,1,Male,76,1950,60+,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Democrat,39,OH
LP0394__model-accuracy__R1,LP0394,Model accuracy,1,Male,86,1940,60+,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Independent,21,KY
LP0395__model-accuracy__R1,LP0395,Model accuracy,1,Male,70,1956,60+,White / Caucasian,High school diploma / GED,"$168,000 or more",Independent,06,CA
LP0396__model-accuracy__R1,LP0396,Model accuracy,1,Male,78,1948,60+,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Independent,24,MD
LP0397__model-accuracy__R1,LP0397,Model accuracy,1,Male,63,1963,60+,White / Caucasian,High school diploma / GED,"Less than $30,000",Independent,48,TX
LP0398__model-accuracy__R1,LP0398,Model accuracy,1,Male,75,1951,60+,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Independent,16,ID
LP0399__model-accuracy__R1,LP0399,Model accuracy,1,Male,72,1954,60+,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Republican,04,AZ
LP0400__model-accuracy__R1,LP0400,Model accuracy,1,Male,60,1966,60+,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Independent,27,MN
LP0401__model-accuracy__R1,LP0401,Model accuracy,1,Male,60,1966,60+,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Republican,23,ME
LP0402__model-accuracy__R1,LP0402,Model accuracy,1,Male,66,1960,60+,White / Caucasian,High school diploma / GED,"$168,000 or more",Democrat,35,NM
LP0403__model-accuracy__R1,LP0403,Model accuracy,1,Male,68,1958,60+,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Independent,51,VA
LP0404__model-accuracy__R1,LP0404,Model accuracy,1,Male,76,1950,60+,White / Caucasian,Doctorate degree / Ph.D.,"$168,000 or more",Independent,09,CT
LP0405__model-accuracy__R1,LP0405,Model accuracy,1,Male,62,1964,60+,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Republican,47,TN
LP0406__model-accuracy__R1,LP0406,Model accuracy,1,Male,66,1960,60+,White / Caucasian,Less than high school,"$56,000 to $99,999",Independent,13,GA
LP0407__model-accuracy__R1,LP0407,Model accuracy,1,Male,75,1951,60+,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican,48,TX
LP0408__model-accuracy__R1,LP0408,Model accuracy,1,Male,65,1961,60+,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Democrat,36,NY
LP0409__model-accuracy__R1,LP0409,Model accuracy,1,Male,63,1963,60+,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Republican,47,TN
LP0410__model-accuracy__R1,LP0410,Model accuracy,1,Male,60,1966,60+,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Independent,55,WI
LP0411__model-accuracy__R1,LP0411,Model accuracy,1,Male,63,1963,60+,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Other,39,OH
LP0412__model-accuracy__R1,LP0412,Model accuracy,1,Male,72,1954,60+,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Republican,54,WV
LP0413__model-accuracy__R1,LP0413,Model accuracy,1,Male,78,1948,60+,White / Caucasian,High school diploma / GED,"Less than $30,000",Independent,06,CA
LP0414__model-accuracy__R1,LP0414,Model accuracy,1,Male,76,1950,60+,White / Caucasian,Bachelor's degree,"$30,000 to $55,999",Republican,01,AL
LP0415__model-accuracy__R1,LP0415,Model accuracy,1,Male,67,1959,60+,White / Caucasian,Less than high school,"$30,000 to $55,999",Republican,45,SC
LP0416__model-accuracy__R1,LP0416,Model accuracy,1,Male,74,1952,60+,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Other,47,TN
LP0417__model-accuracy__R1,LP0417,Model accuracy,1,Male,75,1951,60+,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Democrat,35,NM
LP0418__model-accuracy__R1,LP0418,Model accuracy,1,Male,60,1966,60+,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Republican,38,ND
LP0419__model-accuracy__R1,LP0419,Model accuracy,1,Male,81,1945,60+,White / Caucasian,Less than high school,"Less than $30,000",Independent,25,MA
LP0420__model-accuracy__R1,LP0420,Model accuracy,1,Male,62,1964,60+,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Other,20,KS
LP0421__model-accuracy__R1,LP0421,Model accuracy,1,Male,71,1955,60+,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Republican,51,VA
LP0422__model-accuracy__R1,LP0422,Model accuracy,1,Male,63,1963,60+,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Democrat,12,FL
LP0423__model-accuracy__R1,LP0423,Model accuracy,1,Male,61,1965,60+,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Republican,18,IN
LP0424__model-accuracy__R1,LP0424,Model accuracy,1,Male,74,1952,60+,White / Caucasian,Bachelor's degree,"$168,000 or more",Democrat,53,WA
LP0425__model-accuracy__R1,LP0425,Model accuracy,1,Male,62,1964,60+,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Independent,53,WA
LP0426__model-accuracy__R1,LP0426,Model accuracy,1,Male,64,1962,60+,White / Caucasian,High school diploma / GED,"$168,000 or more",Independent,48,TX
LP0427__model-accuracy__R1,LP0427,Model accuracy,1,Male,62,1964,60+,White / Caucasian,Bachelor's degree,"$30,000 to $55,999",Independent,48,TX
LP0428__model-accuracy__R1,LP0428,Model accuracy,1,Male,62,1964,60+,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Republican,39,OH
LP0429__model-accuracy__R1,LP0429,Model accuracy,1,Male,65,1961,60+,White / Caucasian,Bachelor's degree,"$168,000 or more",Independent,36,NY
